name;href;comp_min;comp_max;comp_car;employer;address;site
System Software Engineer (С);https://hh.ru/vacancy/33659438?query=Python;;;; Sperasoft;Санкт-Петербург, Фрунзенская;https://hh.ru
Программист-разработчик;https://hh.ru/vacancy/36548335?query=Python;;;; Ростелеком - Центры обработки данных;Москва, Марьина Роща;https://hh.ru
DevOps инженер;https://hh.ru/vacancy/36175483?query=Python;;;; Тинькофф;Екатеринбург, Площадь 1905 года;https://hh.ru
Сборщик ПО (мейнтейнер);https://hh.ru/vacancy/36625022?query=Python;80000.0;130000.0;руб;ООО НТЦ ИТ Роса;Москва, Марксистская и еще 2 ;https://hh.ru
Fullstack Python-разработчик (Big Data);https://hh.ru/vacancy/36240449?query=Python;;;;ПАО «МТС»,IT;Москва, Технопарк;https://hh.ru
Team Lead Python;https://hh.ru/vacancy/36641547?query=Python;200000.0;;руб; Cellar door;Санкт-Петербург;https://hh.ru
Senior SRE Engineer (data security), Dublin Ireland;https://hh.ru/vacancy/36341418?query=Python;6500.0;9000.0;EUR; Zendesk;Ирландия;https://hh.ru
Разработчик C/C++ (Middle, Senior);https://hh.ru/vacancy/36645814?query=Python;75000.0;;руб;ООО Инанго-СВ;Екатеринбург;https://hh.ru
Преподаватель языков программирования (Python, Scratch);https://hh.ru/vacancy/36640363?query=Python;;;; Алгоритмика (ИП Слепенков Роман Валентинович);Тольятти;https://hh.ru
Android developer;https://hh.ru/vacancy/32905474?query=Python;;;; ДомКлик;Москва, Кутузовская;https://hh.ru
Программист С++ / Разработчик С++;https://hh.ru/vacancy/36245007?query=Python;;;; CQG;Самара;https://hh.ru
Инженер по автоматизации нагрузочного тестирования , авто-тестирование;https://hh.ru/vacancy/36621251?query=Python;;;; CQG;Москва;https://hh.ru
Программист-разработчик, full stack;https://hh.ru/vacancy/36579982?query=Python;;;;ТОО КМГ Инжиниринг;Нур-Султан;https://hh.ru
Senior Frontend Developer (React);https://hh.ru/vacancy/34901003?query=Python;;;; ДомКлик;Москва;https://hh.ru
Senior С++ Software Developer;https://hh.ru/vacancy/36392707?query=Python;;;; Teknavo;Санкт-Петербург, Маяковская и еще 1 ;https://hh.ru
Data Analyst в Дивизион Массовая персонализация;https://hh.ru/vacancy/36639795?query=Python;;;; Сбербанк для экспертов;Москва;https://hh.ru
Android Reverse Engineer;https://hh.ru/vacancy/36392171?query=Python;150000.0;350000.0;руб; Postuf;Москва;https://hh.ru
Дежурный системный linux-администратор (junior/ middle);https://hh.ru/vacancy/36339891?query=Python;50000.0;80000.0;руб; Lenvendo;Санкт-Петербург, Старая Деревня;https://hh.ru
Trading Support Engeneer;https://hh.ru/vacancy/36634030?query=Python;100000.0;250000.0;руб; Cindicator;Санкт-Петербург;https://hh.ru
C++ developer (Telco);https://hh.ru/vacancy/34810737?query=Python;;;; DINS;Санкт-Петербург, Нарвская;https://hh.ru
Computer Vision & Parallel Computing Specialist;https://hh.ru/vacancy/36638860?query=Python;;;; HUAWEI;Нижний Новгород, Горьковская;https://hh.ru
Go разработчик;https://hh.ru/vacancy/36646767?query=Python;;;;АО Сбербанк - Технологии;Москва, Тульская;https://hh.ru
Web QA Engineer;https://hh.ru/vacancy/34234522?query=Python;;;;ООО Изибрэйн;Минск, Молодежная;https://hh.ru
Руководитель направления планирования и управленческой отчетности;https://hh.ru/vacancy/36238809?query=Python;;;; Экспобанк;Москва, Комсомольская и еще 1 ;https://hh.ru
DevOps/ Release Engineer;https://hh.ru/vacancy/36421278?query=Python;;200000.0;руб; Вяртсиля, Центр цифровых технологий;Санкт-Петербург, Василеостровская и еще 2 ;https://hh.ru
DevOps;https://hh.ru/vacancy/34270442?query=Python;;;; N1.RU;Новосибирск, Площадь Ленина;https://hh.ru
Python Developer (Middle+/Senior);https://hh.ru/vacancy/36615893?query=Python;60000.0;140000.0;руб;ООО Строительный Двор;Тюмень;https://hh.ru
Senior Python Developer, Financial Software Solutions;https://hh.ru/vacancy/36508452?query=Python;;;; DataArt;Воронеж;https://hh.ru
Devops-инженер;https://hh.ru/vacancy/36131755?query=Python;;;; CoolRocket Team;Новосибирск;https://hh.ru
Продуктовый аналитик (gamedev);https://hh.ru/vacancy/36389059?query=Python;;;;ООО Ду Ду Геймз;Москва;https://hh.ru
Специалист по прогнозированию;https://hh.ru/vacancy/34303192?query=Python;;;; Лента, федеральная розничная сеть, Офис;Санкт-Петербург, Старая Деревня;https://hh.ru
Программист C/С++;https://hh.ru/vacancy/36339704?query=Python;70000.0;85000.0;руб;АО Синтелс;Москва, Юго-Западная и еще 1 ;https://hh.ru
Senior QA engineer (Medicine);https://hh.ru/vacancy/36644757?query=Python;;;; MERA;Нижний Новгород;https://hh.ru
Senior QA engineer (Medicine);https://hh.ru/vacancy/36644758?query=Python;;;; MERA;Казань;https://hh.ru
Devops инженер [id11423];https://hh.ru/vacancy/36250725?query=Python;;;; ПАО «Газпром нефть»;Москва, Профсоюзная;https://hh.ru
Инженер по работе с системами мониторинга;https://hh.ru/vacancy/36646545?query=Python;;;;ПАО МегаФон, IT;Краснодар;https://hh.ru
Преподаватель Python;https://hh.ru/vacancy/36489942?query=Python;;;; Skillbox;Москва;https://hh.ru
DevOps/DataOps - специалист по развертыванию и поддержке инфраструктуры данных;https://hh.ru/vacancy/36459761?query=Python;120000.0;180000.0;руб; АНО Инфокультура;Москва, Кузнецкий мост и еще 2 ;https://hh.ru
Deep Learning Engineer;https://hh.ru/vacancy/35850290?query=Python;;;; HUAWEI;Нижний Новгород, Горьковская;https://hh.ru
Senior Android Developer;https://hh.ru/vacancy/31977369?query=Python;;;; ДомКлик;Москва, Кутузовская;https://hh.ru
Business Development (Strategy, Analytics, Project Management, Market Research) – Analyst;https://hh.ru/vacancy/36577460?query=Python;;;; OZON.ru интернет-витрина;Москва;https://hh.ru
Middle QA automation;https://hh.ru/vacancy/36646598?query=Python;;;; Belitsoft;Минск;https://hh.ru
Junior Software Engineer/ Build Engineer;https://hh.ru/vacancy/35646349?query=Python;;;; Itiviti (Айтивити);Санкт-Петербург, Адмиралтейская;https://hh.ru
Senior QA Engineer (Python);https://hh.ru/vacancy/30755737?query=Python;;;;ООО Т8;Москва;https://hh.ru
DevOps (системный инженер);https://hh.ru/vacancy/36345262?query=Python;;;;ООО Очень Интересно;Екатеринбург, Геологическая;https://hh.ru
Старший администратор средств защиты сетевой безопасности;https://hh.ru/vacancy/36645973?query=Python;;;; «РОСБАНК, Societe Generale Group», с опытом работы;Москва;https://hh.ru
Разработчик ПО;https://hh.ru/vacancy/36451000?query=Python;;;;АО Восток, Энергосбытовая компания;Тюмень;https://hh.ru
Ведущий тестировщик (специалист по обеспечению качества);https://hh.ru/vacancy/35775145?query=Python;50000.0;;руб;ООО Центр цифрового развития;Красноярск;https://hh.ru
Senior С++ Engineer в команду продуктовой разработки;https://hh.ru/vacancy/36638173?query=Python;;250000.0;руб; WIT Recruitment;Москва;https://hh.ru
Ведущий инженер-программист микроконтроллеров;https://hh.ru/vacancy/35766803?query=Python;;;;АО Научно-исследовательский институт точной механики;Санкт-Петербург;https://hh.ru
Monitoring Engineer;https://hh.ru/vacancy/36279270?query=Python;;;; Bell Integrator;Москва;https://hh.ru
System Engineer Linux;https://hh.ru/vacancy/36407054?query=Python;;;;Иностр. п. Admitad;Минск;https://hh.ru
Senior Python Developer, Investment Management Services;https://hh.ru/vacancy/36507145?query=Python;;;; DataArt;Воронеж;https://hh.ru
Senior Python-разработчик/Team Lead;https://hh.ru/vacancy/36519550?query=Python;;;; Kokoc Group;Москва;https://hh.ru
Системный администратор;https://hh.ru/vacancy/36632281?query=Python;60000.0;60000.0;руб;ООО ТД Риф;Азов;https://hh.ru
Аналитик-математик / Junior Data Analyst;https://hh.ru/vacancy/30250465?query=Python;;;; Связной;Москва, Автозаводская;https://hh.ru
C++ Developer;https://hh.ru/vacancy/34665716?query=Python;;;; CQG;Зеленоград;https://hh.ru
DevOps-инженер;https://hh.ru/vacancy/35845671?query=Python;;;; Группа Компаний Астрал;Калуга;https://hh.ru
QA Automation Engineer (Python/Linux);https://hh.ru/vacancy/35789083?query=Python;;;; Лаборатория Касперского;Москва, Водный стадион;https://hh.ru
Linux Developer (Python);https://hh.ru/vacancy/34031543?query=Python;;;; Лаборатория Касперского;Москва, Водный стадион;https://hh.ru
Ведущий аналитик данных/BI;https://hh.ru/vacancy/36236201?query=Python;;;;АО Газпромбанк;Москва;https://hh.ru
Java-разработчик (по разработке решений Service Desk);https://hh.ru/vacancy/32300669?query=Python;;;; NAUMEN;Екатеринбург;https://hh.ru
DevOps (системный инженер);https://hh.ru/vacancy/27346895?query=Python;150000.0;;руб; ALL.ME;Нижний Новгород;https://hh.ru
С++ разработчик роутинга (MAPS.ME);https://hh.ru/vacancy/36635621?query=Python;;;; Mail.Ru Group, Карты;Москва, Аэропорт;https://hh.ru
Middle QA Automation Engineer;https://hh.ru/vacancy/35156433?query=Python;;;; Belitsoft;Минск;https://hh.ru
Full-stack разработчик;https://hh.ru/vacancy/36100737?query=Python;;;; KamaGames Studio;Москва, Новокузнецкая;https://hh.ru
Full-stack разработчик;https://hh.ru/vacancy/36414399?query=Python;;;; Publicis Groupe;Москва;https://hh.ru
Senior / Middle Front-End разработчик (Направление решений в образовании);https://hh.ru/vacancy/34949201?query=Python;;;; NAUMEN;Севастополь;https://hh.ru
Технический маркетинговый аналитик;https://hh.ru/vacancy/36145025?query=Python;;;;ООО Крапива;Ростов-на-Дону;https://hh.ru
Руководитель сектора анализа эффективности эталонов;https://hh.ru/vacancy/36522382?query=Python;;;; МАГНИТ, Розничная сеть;Краснодар;https://hh.ru
Devops;https://hh.ru/vacancy/34560367?query=Python;;;; Waves;Москва;https://hh.ru
Старший финансовый аналитик в отдел коммерции (FMCG);https://hh.ru/vacancy/36339859?query=Python;;;; OZON.ru Коммерция;Москва;https://hh.ru
Программист PostgreSQL (PL/PGSQL);https://hh.ru/vacancy/32557339?query=Python;;;;ООО АБР Тех;Москва, Бауманская;https://hh.ru
Data Scientist (IT компания, онлайн-сервис);https://hh.ru/vacancy/36579624?query=Python;;;; AVRIO Group Consulting;Санкт-Петербург;https://hh.ru
Data Engineer;https://hh.ru/vacancy/34510542?query=Python;;;;ООО Актион Технологии;Москва, Дмитровская;https://hh.ru
Системный администратор;https://hh.ru/vacancy/34684701?query=Python;;;; Infinitiweb;Воронеж;https://hh.ru
Инженер-программист отдела тестирования;https://hh.ru/vacancy/33951627?query=Python;;;; InfiNet Wireless;Екатеринбург;https://hh.ru
3D аниматор;https://hh.ru/vacancy/35653007?query=Python;;;; RJ Games;Москва;https://hh.ru
Аналитик данных;https://hh.ru/vacancy/36635957?query=Python;;;; РОССКО;Новосибирск;https://hh.ru
Site Reliability Engineer(SRE)/Software Engineer;https://hh.ru/vacancy/36523496?query=Python;;;; Тинькофф;Екатеринбург;https://hh.ru
Менеджер по управлению рисками;https://hh.ru/vacancy/35341930?query=Python;;;;ООО universal sugurta;Ташкент;https://hh.ru
Руководитель направления по исследованию данных;https://hh.ru/vacancy/36646937?query=Python;;;; Сбербанк для экспертов;Москва;https://hh.ru
DevOps Engineer;https://hh.ru/vacancy/36234983?query=Python;;;; BFG Group;Ижевск;https://hh.ru
Руководитель направления по исследованию данных;https://hh.ru/vacancy/36646924?query=Python;;;; Сбербанк для экспертов;Москва;https://hh.ru
Главный/ведущий экономист отдела рыночных рисков;https://hh.ru/vacancy/34198975?query=Python;;;;ОАО Белгазпромбанк;Минск, Спортивная;https://hh.ru
ETL разработчик;https://hh.ru/vacancy/36557978?query=Python;;;; OZON.ru Разработка;Москва;https://hh.ru
System business Analyst (Exness Trading);https://hh.ru/vacancy/36386939?query=Python;;;; Exness;Москва;https://hh.ru
Тестировщик / QA specialist;https://hh.ru/vacancy/35837768?query=Python;19500.0;40000.0;руб;ООО Байтэкс;Саранск;https://hh.ru
QA инженер;https://hh.ru/vacancy/35966157?query=Python;;;; Ай-Теко (I-Teco);Москва;https://hh.ru
QA инженер;https://hh.ru/vacancy/35966158?query=Python;;;; Ай-Теко (I-Teco);Нижний Новгород;https://hh.ru
Ведущий инженер Linux (SRE, DevOps);https://hh.ru/vacancy/35860065?query=Python;;;; Netris;Москва, Кожуховская;https://hh.ru
Аналитик (коммерческое направление);https://hh.ru/vacancy/36311493?query=Python;;;; OZON.ru Коммерция;Москва, Деловой центр и еще 2 ;https://hh.ru
Ведущий Python разработчик;https://hh.ru/vacancy/36630108?query=Python;160000.0;245000.0;руб;ООО Тензор;Севастополь;https://hh.ru
Senior/Lead Python Developer (web-service);https://hh.ru/vacancy/35486998?query=Python;;;; Группа «Кронштадт»;Самара;https://hh.ru
Системный администратор Linux;https://hh.ru/vacancy/35025143?query=Python;;;; Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве;Москва;https://hh.ru
Data Engineer;https://hh.ru/vacancy/36631994?query=Python;;;; Авито;Москва;https://hh.ru
Aspose.PSD Cloud .NET backend developer;https://hh.ru/vacancy/35659227?query=Python;;;; Aspose;Киев;https://hh.ru
Системный администратор;https://hh.ru/vacancy/36547184?query=Python;;110000.0;руб; Infinnity Solutions;Челябинск;https://hh.ru
Специалист по работе с клиентами;https://hh.ru/vacancy/36411056?query=Python;30000.0;;руб; LTD BeGet;Санкт-Петербург, Ладожская;https://hh.ru
Аналитик данных;https://hh.ru/vacancy/36640737?query=Python;;;; НП РКС Высшая Лига;Кострома;https://hh.ru
Full stack разработчик node.js react;https://hh.ru/vacancy/35999791?query=Python;;;; БАРС Груп;Москва, Серпуховская;https://hh.ru
Senior QA Engineer;https://hh.ru/vacancy/36165014?query=Python;;;; DigitalHR;Москва;https://hh.ru
C/Go Developer;https://hh.ru/vacancy/36458238?query=Python;;;; Badoo;Москва;https://hh.ru
Python Developer (fullstack);https://hh.ru/vacancy/36634519?query=Python;90000.0;;руб;ООО Клевер Солюшнс;Санкт-Петербург, Бухарестская;https://hh.ru
Code reviewer;https://hh.ru/vacancy/36564534?query=Python;;;; Яндекс;Москва;https://hh.ru
Senior C++ developer (Telco);https://hh.ru/vacancy/31207223?query=Python;;;; DINS;Санкт-Петербург, Нарвская;https://hh.ru
Senior Go Developer;https://hh.ru/vacancy/34115215?query=Python;;;;ООО ЭдСервер;Санкт-Петербург, Петроградская;https://hh.ru
Инженер мониторинга;https://hh.ru/vacancy/36645375?query=Python;;;;АО РТ Лабс;Санкт-Петербург;https://hh.ru
DevOps/Java Developer;https://hh.ru/vacancy/36646258?query=Python;;;;ООО Инттерра;Москва;https://hh.ru
Web-программист;https://hh.ru/vacancy/36639617?query=Python;60000.0;80000.0;руб;ОАО НПП Эргоцентр;Тверь;https://hh.ru
IOS разработчик;https://hh.ru/vacancy/36364423?query=Python;;;;ООО Вайсеркет Софтвер Бел;Минск, Грушевка и еще 2 ;https://hh.ru
Frontend Developer (Graphite Team);https://hh.ru/vacancy/36645776?query=Python;;;; SEMrush;Санкт-Петербург, Московские ворота;https://hh.ru
Аналитик данных (Разработчик);https://hh.ru/vacancy/36630579?query=Python;;;; Selecty;Москва;https://hh.ru
Инженер по нагрузочному тестированию (SberDevices);https://hh.ru/vacancy/33933798?query=Python;;;; Сбербанк для экспертов;Москва;https://hh.ru
VoIP Engineer (International company);https://hh.ru/vacancy/36646706?query=Python;;;;ООО K-Lane Consulting;Москва;https://hh.ru
Angular developer (Berlin);https://hh.ru/vacancy/36413315?query=Python;4200.0;5800.0;EUR; EdgeCase Technology;Санкт-Петербург;https://hh.ru
DevOps Engineer;https://hh.ru/vacancy/36636959?query=Python;;;;ООО ЛАД;Нижний Новгород;https://hh.ru
Middle/Advanced middle backend developer;https://hh.ru/vacancy/34769438?query=Python;50000.0;110000.0;руб;АО Алгонт;Калуга;https://hh.ru
Data Scientist (клиентская аналитика);https://hh.ru/vacancy/36638255?query=Python;;;; ANCOR FinTech;Нижний Новгород;https://hh.ru
Ведущий разработчик Java;https://hh.ru/vacancy/34940774?query=Python;;;; Росгосстрах;Москва;https://hh.ru
DevOps инженер;https://hh.ru/vacancy/36647045?query=Python;;;;АО Сбербанк - Технологии;Москва;https://hh.ru
Администратор баз данных PostgreSQL;https://hh.ru/vacancy/26488201?query=Python;;;; Филиал ФКУ Налог-Сервис ФНС России по ЦОД в г.Москве;Москва;https://hh.ru
Network QA Engineer;https://hh.ru/vacancy/35160615?query=Python;;;; Ubiquiti;Киев;https://hh.ru
Старший инженер по тестированию/ Senior software QA Engineer (автотесты на Python);https://hh.ru/vacancy/36631666?query=Python;;;;ООО КНС ГРУПП;Санкт-Петербург, Площадь Ленина;https://hh.ru
"Аналитик-разработчик центра технологий, моделирования и управления данными ""Росбанк Дом""";https://hh.ru/vacancy/36242086?query=Python;;;; «РОСБАНК, Societe Generale Group», с опытом работы;Москва;https://hh.ru
Реверс-инженер;https://hh.ru/vacancy/36416045?query=Python;150000.0;300000.0;руб;ООО Аврора Бесконечность;Москва, Деловой центр;https://hh.ru
Junior Oracle EBS developer;https://hh.ru/vacancy/36409655?query=Python;;;; DBI;Ростов-на-Дону;https://hh.ru
QA automation engineer;https://hh.ru/vacancy/36638697?query=Python;;180000.0;руб; КОРУС Консалтинг СНГ;Москва;https://hh.ru
Team Leader команды разработчиков (Frontend, Backend);https://hh.ru/vacancy/36338932?query=Python;;;; Первый канал. Всемирная сеть;Москва;https://hh.ru
Аналитик данных;https://hh.ru/vacancy/36640618?query=Python;70000.0;;руб;ООО Агентство судебного взыскания;Санкт-Петербург;https://hh.ru
QA Engineer (Python);https://hh.ru/vacancy/36552958?query=Python;;;; Zodiac Interactive;Санкт-Петербург, Елизаровская и еще 1 ;https://hh.ru
Разработчик Java;https://hh.ru/vacancy/35588245?query=Python;;;; САТЕЛ, Группа компаний;Москва;https://hh.ru
Senior Python 3.x Developer;https://hh.ru/vacancy/33989879?query=Python;;;; Лаборатория Касперского;Москва, Водный стадион;https://hh.ru
Программист по разработке алгоритмов машинного обучения;https://hh.ru/vacancy/29272263?query=Python;;;;ЗАО Ижевский нефтяной научный центр;Ижевск;https://hh.ru
Системный администратор (обслуживание серверов);https://hh.ru/vacancy/36643138?query=Python;;;; Телеком.ру;Ульяновск;https://hh.ru
Аналитик данных;https://hh.ru/vacancy/36641546?query=Python;;;; Авито;Москва, Белорусская;https://hh.ru
ASR engineer;https://hh.ru/vacancy/35627775?query=Python;;;; HUAWEI;Нижний Новгород, Горьковская;https://hh.ru
Инженер по тестированию платёжных систем (Команда VKPay);https://hh.ru/vacancy/36640736?query=Python;;;; ВКонтакте;Москва;https://hh.ru
Java-разработчик;https://hh.ru/vacancy/36619909?query=Python;;;; ТРИНИТИ;Москва, Строгино;https://hh.ru
Системный администратор;https://hh.ru/vacancy/36545090?query=Python;;;; ИнПлат;Москва, Менделеевская и еще 2 ;https://hh.ru
QA Engineer (ручное тестирование);https://hh.ru/vacancy/35563481?query=Python;;;; Открытая Мобильная Платформа;Москва;https://hh.ru
DBA PostgreSQL (Enterprise Division);https://hh.ru/vacancy/36202772?query=Python;;;; Infobip;Санкт-Петербург, Площадь Восстания;https://hh.ru
Data Scientist (Big Data);https://hh.ru/vacancy/36637241?query=Python;;;;ПАО «МТС»,IT;Москва, Технопарк;https://hh.ru
Senior/Advanced senior backend developer;https://hh.ru/vacancy/34769173?query=Python;100000.0;200000.0;руб;АО Алгонт;Калуга;https://hh.ru
Senior Python Developer на образовательную платформу;https://hh.ru/vacancy/36493958?query=Python;;;; Тинькофф;Москва;https://hh.ru
Golang Developer;https://hh.ru/vacancy/35690727?query=Python;;;; Plesk;Новосибирск, Октябрьская и еще 1 ;https://hh.ru
Cистемный инженер (Linux);https://hh.ru/vacancy/36390135?query=Python;;;; NAUMEN;Екатеринбург;https://hh.ru
Разработчик VoIP;https://hh.ru/vacancy/34580097?query=Python;;;; ОБИТ;Санкт-Петербург, Московские ворота;https://hh.ru
Marketing Analyst;https://hh.ru/vacancy/36532253?query=Python;;;; Wargaming, Saint Petersburg (Lesta Studio);Санкт-Петербург;https://hh.ru
Data Engineer / Инженер данных / Java / Python;https://hh.ru/vacancy/36354647?query=Python;45000.0;;руб;ООО Сумма АйТи;Иркутск;https://hh.ru
QA engineer (ручное тестирование );https://hh.ru/vacancy/36086664?query=Python;;;; Открытая Мобильная Платформа;Москва, Парк Победы и еще 1 ;https://hh.ru
Инженер по автоматизированному тестированию (QA auto);https://hh.ru/vacancy/36074988?query=Python;50000.0;100000.0;руб; BUIDL LLC;Санкт-Петербург, Петроградская;https://hh.ru
Инженер по разработке встраиваемого ПО;https://hh.ru/vacancy/36544404?query=Python;;;; Радио Гигабит;Нижний Новгород, Горьковская;https://hh.ru
Старший тестировщик (автоматизированное тестирование);https://hh.ru/vacancy/36108548?query=Python;;;; MANGO OFFICE;Москва, Калужская;https://hh.ru
Python/Go Developer + Linux;https://hh.ru/vacancy/36449310?query=Python;;;; Лаборатория Касперского;Москва;https://hh.ru
Старший инженер-разработчик Python;https://hh.ru/vacancy/36238270?query=Python;;;; Тинькофф;Москва, Водный стадион;https://hh.ru
Руководитель команды аналитики данных / Lead Data Analyst;https://hh.ru/vacancy/36321817?query=Python;;;; Stark Automotive Germany GmbH;Новосибирск, Площадь Ленина;https://hh.ru
Ведущий инженер по автоматизированному тестированию/ QA Automation Engineer;https://hh.ru/vacancy/32597272?query=Python;;;;АО ВТБ Лизинг;Москва, Деловой центр и еще 3 ;https://hh.ru
Middle Python Developer;https://hh.ru/vacancy/33664788?query=Python;70000.0;120000.0;руб; Крона-КС;Екатеринбург;https://hh.ru
Data Engineer (Big Data);https://hh.ru/vacancy/36637235?query=Python;;;;ПАО «МТС»,IT;Москва, Технопарк;https://hh.ru
Релиз - инженер;https://hh.ru/vacancy/36391831?query=Python;;;; MOS.RU;Москва, Марксистская и еще 2 ;https://hh.ru
Аналитик API интеграций;https://hh.ru/vacancy/36402791?query=Python;60000.0;100000.0;руб;ООО Умный полис;Санкт-Петербург, Василеостровская и еще 1 ;https://hh.ru
RTL-разработчик;https://hh.ru/vacancy/36240792?query=Python;55000.0;75000.0;руб; Дизайн-центр цифровой микроэлектроники МГУ имени М.В. Ломоносова;Москва, Университет;https://hh.ru
Java Developer;https://hh.ru/vacancy/36181173?query=Python;;;; Центр финансовых технологий Базис;Москва;https://hh.ru
Scala Developer for Product Company;https://hh.ru/vacancy/36625084?query=Python;;4500.0;USD;ООО RQ Team (Recruitment Quality Team);Киев;https://hh.ru
Аналитик;https://hh.ru/vacancy/36582955?query=Python;70000.0;;руб;ООО ИТСГ Регион;Новосибирск, Красный проспект и еще 1 ;https://hh.ru
Аналитик по работе с данными;https://hh.ru/vacancy/36331801?query=Python;;;; Хэндисофт;Москва, Павелецкая и еще 1 ;https://hh.ru
Data Engineer;https://hh.ru/vacancy/36637088?query=Python;;;; Сбербанк для экспертов;Екатеринбург;https://hh.ru
C/C++ developer (PON);https://hh.ru/vacancy/33764951?query=Python;;;;ООО «Предприятие «ЭЛТЕКС»;Новосибирск, Заельцовская;https://hh.ru
Архитектор big data решений/Ведущий разработчик big data решений;https://hh.ru/vacancy/33801948?query=Python;;;;АО ВТБ Лизинг;Москва, Деловой центр и еще 3 ;https://hh.ru
Системный аналитик (SberDevices, команда Маркетплейсов);https://hh.ru/vacancy/35682199?query=Python;;;; Сбербанк для экспертов;Москва;https://hh.ru
DevOps (Big Data);https://hh.ru/vacancy/35398540?query=Python;;;;ПАО «МТС»,IT;Москва, Технопарк;https://hh.ru
Senior Fullstack Web Developer;https://hh.ru/vacancy/34913074?query=Python;;;; Capgemini;Нижний Новгород;https://hh.ru
Network Security Engineer;https://hh.ru/vacancy/35403101?query=Python;;;; Belitsoft;Минск;https://hh.ru
Python TeamLead (DS/ML);https://hh.ru/vacancy/35052439?query=Python;;;; Тинькофф;Москва, Водный стадион;https://hh.ru
Инженер 2 линии технической поддержки;https://hh.ru/vacancy/36644724?query=Python;;;; Инфосистемы Джет;Москва;https://hh.ru
Junior Service Now developer;https://hh.ru/vacancy/36409960?query=Python;;;; DBI;Ростов-на-Дону;https://hh.ru
Data Analyst (Big Data);https://hh.ru/vacancy/36637239?query=Python;;;;ПАО «МТС»,IT;Москва;https://hh.ru
Стажер-инженер Linux;https://hh.ru/vacancy/35190114?query=Python;;;;ООО АЛМИ ПАРТНЕР;Нижний Новгород, Горьковская;https://hh.ru
Team Lead;https://hh.ru/vacancy/34770371?query=Python;130000.0;180000.0;руб;АО Алгонт;Калуга;https://hh.ru
C++/Python разработчик (Linux backend developer);https://hh.ru/vacancy/34477657?query=Python;90000.0;150000.0;руб; Plesk;Новосибирск;https://hh.ru
Ведущий инженер по тестированию/Senior QA Engineer;https://hh.ru/vacancy/30830128?query=Python;;;; Триколор;Санкт-Петербург, Петроградская;https://hh.ru
Support Engineer;https://hh.ru/vacancy/36338687?query=Python;60000.0;120000.0;руб; ETNA;Санкт-Петербург, Василеостровская и еще 1 ;https://hh.ru
Разработчик Siebel CRM (г. Москва);https://hh.ru/vacancy/31725530?query=Python;;;;ООО Ак Барс Цифровые Технологии;Казань, Козья слобода;https://hh.ru
Ведущий разработчик C++/Team Lead (Советский район, Академгородок);https://hh.ru/vacancy/36643702?query=Python;70000.0;;руб; Консалтинговый Центр «Вакансия Плюс»;Новосибирск;https://hh.ru
Senior/ Lead Python Developer (web-service);https://hh.ru/vacancy/35487000?query=Python;;;; Группа «Кронштадт»;Сызрань;https://hh.ru
Стажер backend-разработчик;https://hh.ru/vacancy/36628623?query=Python;;;; Talent Team;Санкт-Петербург;https://hh.ru
DevOps Engineer;https://hh.ru/vacancy/32944252?query=Python;;;; RBK.money;Москва;https://hh.ru
QA Automation Engineer (WTA) Limassol, Cyprus;https://hh.ru/vacancy/36326771?query=Python;;;; Exness;Санкт-Петербург;https://hh.ru
Actuarial business analyst;https://hh.ru/vacancy/36461401?query=Python;;;; Deloitte Ukraine;Киев;https://hh.ru
Technical Artist;https://hh.ru/vacancy/36388553?query=Python;;;; FunCorp;Москва;https://hh.ru
CI/CD engineer;https://hh.ru/vacancy/36624621?query=Python;;;; Skywind Group;Минск, Петровщина;https://hh.ru
QA инженер (тестировщик);https://hh.ru/vacancy/36618770?query=Python;;;;ООО Очень Интересно;Екатеринбург, Геологическая;https://hh.ru
Системный инженер (DevOps);https://hh.ru/vacancy/36587916?query=Python;;;; Рексофт;Санкт-Петербург, Петроградская;https://hh.ru
Game Server Programmer (C++/ Java);https://hh.ru/vacancy/35917504?query=Python;;;; Wargaming, Saint Petersburg (Lesta Studio);Санкт-Петербург;https://hh.ru
Системный инженер/Ведущий системный инженер по ИТ;https://hh.ru/vacancy/36586400?query=Python;;;;ООО РТКлауд;Новосибирск;https://hh.ru
Системный администратор Linux (команда SberDevices);https://hh.ru/vacancy/33464069?query=Python;;;; Сбербанк для экспертов;Москва, Кутузовская;https://hh.ru
DevOps;https://hh.ru/vacancy/36640741?query=Python;;;;ООО Фабрика инноваций и решений;Минск;https://hh.ru
Team Lead (Telco);https://hh.ru/vacancy/35400074?query=Python;;;; DINS;Санкт-Петербург, Нарвская;https://hh.ru
Research Developer (Linux, C, C++);https://hh.ru/vacancy/36630931?query=Python;;;; Лаборатория Касперского;Москва, Водный стадион;https://hh.ru
QA engineer (auto);https://hh.ru/vacancy/36637186?query=Python;;180000.0;руб; КОРУС Консалтинг СНГ;Москва;https://hh.ru
Тестировщик;https://hh.ru/vacancy/33138831?query=Python;;;;ОАО ИнфоТеКС;Москва, Динамо;https://hh.ru
DevOps / системный инженер;https://hh.ru/vacancy/36632124?query=Python;100000.0;;руб;ООО Бриксис Текноледжис Раша;Новосибирск;https://hh.ru
Системный инженер Linux \ Junior DevOps;https://hh.ru/vacancy/36356877?query=Python;;;;ООО Новые Рекламные Технологии;Санкт-Петербург, Чкаловская и еще 1 ;https://hh.ru
